Zip,Median,Median_adjusted,Mean
73080,"46,864","52,488","58,976"
73082,"38,624","43,258","47,799"
73084,"34,024","38,107","44,392"
73086,"40,355","45,197","51,927"
73089,"57,133","63,989","66,174"
73090,"58,227","65,214","65,983"
73092,"46,560","52,147","56,145"
73093,"56,723","63,530","65,991"
73095,"43,861","49,124","54,170"
73096,"44,417","49,747","56,245"
73097,"60,139","67,356","64,143"
73098,"36,159","40,498","46,931"
73099,"61,711","69,116","71,939"
73102,"35,294","39,529","39,370"
73103,"48,692","54,535","75,537"
73104,"20,591","23,062","33,931"
73105,"35,761","40,052","49,767"
73106,"33,739","37,788","42,340"
73107,"37,011","41,452","43,979"
73108,"25,482","28,540","30,913"
73109,"28,435","31,847","35,414"
73110,"38,679","43,321","46,779"
73111,"24,933","27,924","34,569"
73112,"38,240","42,828","50,044"
73114,"35,273","39,506","48,148"
73115,"40,471","45,327","46,868"
73116,"66,665","74,665","121,483"
73117,"20,730","23,217","28,953"
73118,"42,814","47,952","60,820"
73119,"27,576","30,886","33,353"
73120,"49,560","55,507","70,537"
73121,"49,579","55,528","65,579"
73122,"38,449","43,062","51,210"
73127,"36,471","40,848","49,693"
73128,"58,004","64,964","67,809"
73129,"25,622","28,696","32,276"
73130,"50,840","56,940","59,203"
73131,"61,739","69,147","91,086"
73132,"44,225","49,532","55,444"
73134,"67,264","75,335","108,875"
73135,"45,016","50,418","54,822"
73139,"38,773","43,425","48,706"
73141,"34,562","38,709","43,245"
73142,"63,165","70,745","74,826"
73145,"32,328","36,207","40,926"
73149,"34,174","38,275","38,479"
73150,"66,961","74,996","76,629"
73151,"127,404","142,692","184,903"
73159,"44,436","49,768","50,556"
73160,"55,588","62,258","61,154"
73162,"72,427","81,118","87,698"
73165,"65,727","73,614","81,782"
73169,"62,328","69,807","67,484"
73170,"76,092","85,223","89,547"
73173,"82,250","92,120","97,956"
73179,"61,109","68,442","72,344"
73401,"40,071","44,880","51,953"
73425,"41,660","46,659","49,691"
73430,"42,750","47,880","52,846"
73432,"37,688","42,211","50,557"
73433,"36,946","41,380","49,955"
73434,"41,358","46,321","50,576"
73437,"39,750","44,520","49,845"
73438,"32,219","36,085","45,826"
73439,"45,444","50,898","50,375"
73440,"46,346","51,908","54,526"
73441,"42,750","47,880","52,846"
73442,"41,941","46,974","49,520"
73443,"50,486","56,544","55,848"
73444,"40,124","44,938","48,835"
73446,"38,299","42,894","44,910"
73447,"38,058","42,625","45,010"
73448,"41,096","46,027","50,553"
73449,"37,250","41,719","49,419"
73450,"36,301","40,657","50,645"
73453,"45,829","51,329","58,684"
73455,"38,058","42,625","45,010"
73456,"35,712","39,997","49,278"
73458,"39,750","44,520","49,845"
73459,"47,024","52,667","60,949"
73460,"31,276","35,029","49,390"
73461,"37,600","42,112","50,660"
73463,"38,216","42,802","45,289"
73481,"40,572","45,441","49,001"
73487,"39,759","44,530","49,815"
73491,"44,016","49,298","52,084"
73501,"38,168","42,749","46,504"
73503,"12,030","13,474","14,876"
73505,"46,836","52,457","54,955"
73507,"45,883","51,389","52,444"
73520,"31,056","34,783","40,597"
73521,"45,028","50,432","52,032"
73526,"49,538","55,483","57,590"
73527,"47,583","53,293","55,452"
73528,"53,172","59,552","60,767"
73529,"42,419","47,509","49,478"
73530,"38,125","42,700","42,766"
73531,"39,185","43,887","47,875"
73532,"30,575","34,245","54,067"
73533,"42,875","48,020","55,934"
73537,"30,644","34,322","53,422"
73538,"52,351","58,633","58,345"
73539,"57,163","64,023","66,836"
73540,"58,821","65,879","66,671"
73541,"49,595","55,547","55,699"
73542,"32,384","36,270","39,851"
73543,"58,764","65,816","66,228"
73544,"31,679","35,480","43,727"
73546,"36,467","40,843","43,584"
73547,"38,713","43,359","41,894"
73548,"37,026","41,470","45,158"
73549,"57,163","64,023","66,836"
73550,"31,679","35,480","43,727"
73551,"38,125","42,700","42,766"
73552,"45,080","50,490","52,658"
73553,"36,467","40,843","43,584"
73554,"32,422","36,312","39,220"
73555,"38,125","42,700","42,766"
73556,"42,552","47,658","48,981"
73557,"54,447","60,981","60,622"
73559,"28,948","32,422","41,555"
73560,"30,565","34,233","54,165"
73562,"39,166","43,866","47,861"
73564,"29,861","33,444","42,244"
73565,"34,505","38,645","42,676"
73566,"28,735","32,184","41,254"
73567,"49,560","55,507","55,663"
73568,"38,959","43,634","47,707"
73569,"34,546","38,692","43,028"
73570,"24,693","27,656","36,071"
73571,"31,679","35,480","43,727"
73572,"47,664","53,384","54,174"
73573,"31,213","34,959","40,690"
73601,"38,928","43,600","51,579"
73620,"46,575","52,164","62,058"
73622,"41,122","46,056","51,036"
73624,"38,942","43,615","49,052"
73625,"44,113","49,406","55,088"
73626,"39,569","44,318","49,730"
73627,"40,595","45,466","52,543"
73628,"48,917","54,787","72,338"
73632,"47,108","52,761","58,169"
73638,"48,917","54,787","72,338"
73639,"43,616","48,850","54,651"
73641,"40,112","44,925","49,415"
73642,"48,917","54,787","72,338"
73644,"49,943","55,936","58,403"
73645,"40,167","44,987","44,936"
73646,"48,371","54,175","62,912"
73647,"40,184","45,006","50,819"
73650,"47,971","53,727","68,944"
73651,"33,219","37,206","44,983"
73654,"46,379","51,945","63,261"
73655,"28,672","32,113","41,349"
73658,"42,448","47,542","61,612"
73659,"45,972","51,489","61,752"
73660,"48,917","54,787","72,338"
73661,"42,087","47,137","51,827"
73662,"41,646","46,643","53,288"
73663,"42,436","47,528","61,578"
73664,"40,121","44,936","49,418"
73666,"48,917","54,787","72,338"
73667,"44,707","50,072","59,121"
73669,"44,006","49,286","54,892"
73673,"39,001","43,681","43,524"
73701,"33,676","37,717","42,851"
73703,"50,635","56,711","63,394"
73705,"48,333","54,133","58,425"
73716,"41,447","46,421","57,973"
73717,"47,292","52,967","59,041"
73718,"46,272","51,825","60,988"
73719,"42,443","47,536","62,722"
73720,"48,679","54,520","54,354"
73722,"42,443","47,536","62,722"
73724,"36,291","40,646","54,212"
73726,"41,051","45,977","57,583"
73727,"55,004","61,605","65,289"
73728,"45,076","50,485","57,880"
73729,"45,979","51,496","61,412"
73730,"48,679","54,520","54,354"
73731,"42,455","47,550","60,714"
73733,"46,229","51,777","52,220"
73734,"49,078","54,968","64,213"
73735,"48,664","54,504","54,531"
73736,"34,924","39,115","42,634"
73737,"48,610","54,444","56,988"
73738,"55,941","62,654","65,696"
73739,"41,882","46,908","57,790"
73741,"40,882","45,788","57,206"
73742,"46,406","51,975","57,218"
73743,"56,250","63,000","66,178"
73744,"52,292","58,567","64,696"
73746,"42,455","47,550","60,714"
73747,"41,607","46,600","59,336"
73749,"42,362","47,446","62,437"
73750,"49,024","54,907","60,506"
73753,"56,250","63,000","66,178"
73754,"42,924","48,075","56,631"
73755,"36,660","41,059","54,206"
73756,"50,650","56,728","68,327"
73757,"50,216","56,242","57,035"
73758,"41,684","46,687","53,990"
73759,"41,618","46,612","52,688"
73760,"46,109","51,642","61,438"
73761,"44,041","49,326","53,854"
73762,"58,743","65,792","67,886"
73763,"50,336","56,376","64,686"
73764,"51,111","57,244","67,309"
73766,"43,407","48,616","53,287"
73768,"46,109","51,642","61,438"
73771,"41,715","46,721","52,721"
73772,"41,925","46,956","54,664"
73773,"48,673","54,514","54,421"
73801,"47,278","52,952","58,660"
73832,"42,969","48,125","54,671"
73834,"49,000","54,880","62,852"
73835,"36,466","40,842","41,977"
73838,"41,969","47,005","59,845"
73840,"47,052","52,698","61,304"
73841,"64,586","72,336","81,244"
73842,"50,968","57,084","59,260"
73843,"43,054","48,221","56,539"
73844,"50,608","56,681","58,899"
73848,"39,593","44,344","52,070"
73851,"38,124","42,699","50,399"
73852,"47,017","52,659","66,787"
73853,"65,288","73,123","82,043"
73855,"37,359","41,842","49,362"
73857,"65,288","73,123","82,043"
73858,"43,057","48,223","56,588"
73859,"38,254","42,844","43,092"
73860,"42,413","47,502","60,645"
73901,"40,484","45,342","51,302"
73931,"49,926","55,917","64,527"
73932,"43,897","49,164","57,155"
73933,"33,952","38,026","41,401"
73937,"33,125","37,100","44,638"
73938,"53,405","59,814","60,947"
73939,"50,070","56,079","61,939"
73942,"45,151","50,569","64,102"
73944,"51,109","57,243","63,796"
73945,"42,045","47,090","53,137"
73946,"33,125","37,100","44,638"
73947,"33,125","37,100","44,638"
73949,"92,237","103,306","110,376"
73950,"52,630","58,945","60,368"
73951,"40,484","45,342","51,302"
74001,"42,648","47,766","49,833"
74002,"42,340","47,421","50,107"
74003,"36,593","40,984","50,964"
74006,"55,053","61,659","70,989"
74008,"68,795","77,051","84,996"
74010,"34,750","38,920","45,075"
74011,"67,689","75,811","84,818"
74012,"64,511","72,253","72,744"
74014,"67,260","75,331","75,407"
74015,"55,219","61,845","72,758"
74016,"40,128","44,944","51,193"
74017,"46,585","52,175","55,968"
74019,"67,241","75,310","75,931"
74020,"41,462","46,438","52,596"
74021,"61,300","68,656","67,875"
74022,"42,198","47,261","51,091"
74023,"39,864","44,647","48,106"
74026,"44,095","49,386","55,102"
74027,"50,591","56,662","59,292"
74028,"41,042","45,967","53,516"
74029,"32,366","36,250","50,510"
74030,"33,502","37,522","54,283"
74032,"45,435","50,887","55,885"
74033,"59,934","67,126","75,969"
74034,"38,520","43,142","42,815"
74035,"32,055","35,901","44,526"
74036,"56,238","62,987","63,767"
74037,"70,852","79,354","76,857"
74038,"39,087","43,778","44,736"
74039,"39,628","44,384","49,658"
74041,"49,259","55,170","63,356"
74042,"51,134","57,270","51,593"
74044,"45,103","50,515","53,922"
74045,"35,661","39,940","45,776"
74046,"40,417","45,267","52,562"
74047,"50,425","56,475","61,508"
74048,"35,904","40,212","53,160"
74050,"41,995","47,035","50,942"
74051,"53,569","59,998","65,386"
74052,"34,018","38,100","45,990"
74053,"59,163","66,263","60,480"
74054,"31,972","35,809","44,469"
74055,"66,108","74,040","74,764"
74056,"31,442","35,215","48,181"
74058,"32,680","36,602","44,006"
74059,"49,090","54,981","58,302"
74060,"51,668","57,868","65,379"
74061,"53,829","60,288","63,721"
74062,"41,323","46,281","51,177"
74063,"54,784","61,358","63,373"
74066,"44,574","49,923","54,568"
74068,"43,788","49,043","57,465"
74070,"49,097","54,989","60,049"
74071,"39,015","43,697","48,834"
74072,"43,753","49,003","50,101"
74073,"51,410","57,579","59,134"
74074,"38,570","43,198","51,452"
74075,"31,000","34,720","41,794"
74078,"22,579","25,288","27,492"
74079,"40,820","45,718","53,732"
74080,"62,970","70,526","72,195"
74081,"42,998","48,157","49,739"
74082,"53,829","60,288","63,721"
74083,"43,528","48,752","50,894"
74084,"32,088","35,939","44,609"
74085,"40,396","45,243","51,104"
74103,"28,136","31,512","46,149"
74104,"32,732","36,660","44,212"
74105,"51,242","57,391","73,333"
74106,"21,081","23,611","30,320"
74107,"33,878","37,944","42,777"
74108,"43,827","49,086","50,284"
74110,"26,940","30,173","31,847"
74112,"35,882","40,188","44,860"
74114,"78,212","87,598","109,698"
74115,"31,250","34,999","37,802"
74116,"36,759","41,170","42,023"
74117,"57,409","64,298","65,297"
74119,"31,422","35,193","50,016"
74120,"33,173","37,154","53,464"
74126,"29,977","33,575","38,089"
74127,"31,107","34,840","40,022"
74128,"36,440","40,813","44,115"
74129,"40,183","45,005","49,226"
74130,"36,112","40,446","42,207"
74131,"55,066","61,674","70,534"
74132,"61,051","68,378","79,805"
74133,"56,049","62,774","72,888"
74134,"45,373","50,818","54,524"
74135,"45,477","50,934","59,438"
74136,"48,471","54,287","68,667"
74137,"93,963","105,238","139,305"
74145,"46,444","52,018","54,839"
74146,"32,631","36,547","38,895"
74301,"37,186","41,648","46,764"
74330,"51,341","57,502","57,307"
74331,"38,577","43,206","55,804"
74332,"47,075","52,724","53,398"
74333,"45,748","51,238","52,787"
74337,"43,378","48,584","50,134"
74338,"32,570","36,478","48,077"
74339,"25,439","28,492","32,957"
74340,"30,981","34,699","37,586"
74342,"34,036","38,121","42,540"
74343,"37,699","42,223","47,101"
74344,"34,723","38,890","51,406"
74346,"30,394","34,041","40,100"
74347,"38,050","42,616","57,000"
74349,"41,751","46,761","53,129"
74350,"30,981","34,699","37,586"
74352,"39,113","43,806","44,746"
74354,"36,121","40,455","44,955"
74358,"25,439","28,492","32,957"
74359,"40,227","45,054","62,275"
74360,"40,684","45,566","49,599"
74361,"44,005","49,286","53,908"
74363,"40,684","45,566","49,599"
74364,"39,369","44,094","54,156"
74365,"34,458","38,593","45,126"
74366,"31,891","35,718","39,500"
74367,"30,981","34,699","37,586"
74368,"40,227","45,054","62,275"
74369,"45,900","51,408","52,524"
74370,"34,558","38,705","46,911"
74401,"33,376","37,381","43,277"
74403,"40,449","45,303","49,795"
74421,"46,698","52,302","55,304"
74422,"41,303","46,260","48,807"
74423,"44,206","49,511","55,547"
74425,"42,823","47,962","50,765"
74426,"29,531","33,075","38,935"
74427,"34,268","38,380","38,352"
74428,"33,943","38,016","42,437"
74429,"48,904","54,773","56,139"
74430,"42,823","47,962","50,765"
74431,"33,791","37,846","44,742"
74432,"30,850","34,552","41,518"
74434,"43,878","49,143","54,735"
74435,"38,542","43,167","51,744"
74436,"43,910","49,179","51,554"
74437,"38,526","43,149","47,437"
74438,"27,135","30,391","36,145"
74441,"41,633","46,629","50,301"
74442,"42,858","48,000","50,880"
74445,"47,751","53,481","56,166"
74446,"42,821","47,960","56,052"
74447,"35,390","39,636","42,680"
74450,"40,411","45,260","50,050"
74451,"39,492","44,231","47,162"
74452,"36,728","41,136","43,992"
74454,"48,146","53,924","61,136"
74455,"30,325","33,964","44,823"
74456,"52,854","59,196","57,920"
74457,"32,417","36,307","38,663"
74458,"45,597","51,069","58,891"
74459,"30,179","33,800","39,780"
74460,"33,791","37,846","44,742"
74462,"36,329","40,688","49,177"
74463,"52,546","58,852","73,706"
74464,"30,852","34,555","39,094"
74467,"41,022","45,945","49,707"
74468,"38,777","43,430","48,173"
74469,"30,404","34,053","46,448"
74470,"30,444","34,097","46,721"
74471,"33,748","37,797","37,908"
74472,"35,745","40,034","48,499"
74477,"47,891","53,638","54,713"
74501,"35,643","39,920","44,543"
74521,"28,578","32,007","36,544"
74522,"40,531","45,395","49,335"
74523,"25,641","28,718","34,716"
74525,"30,150","33,768","44,008"
74528,"34,162","38,261","44,360"
74530,"37,238","41,707","49,721"
74531,"46,935","52,567","54,877"
74533,"39,080","43,770","48,940"
74534,"36,354","40,716","44,545"
74535,"36,354","40,716","44,545"
74536,"28,803","32,260","36,820"
74538,"30,134","33,750","39,281"
74540,"34,247","38,356","46,515"
74543,"30,703","34,387","39,783"
74546,"35,946","40,260","45,697"
74547,"36,230","40,578","45,975"
74549,"27,944","31,298","36,881"
74552,"35,745","40,034","48,499"
74553,"34,104","38,196","44,836"
74554,"40,531","45,395","49,335"
74555,"30,508","34,169","42,806"
74556,"29,143","32,640","38,443"
74557,"25,425","28,476","34,245"
74558,"28,872","32,336","36,992"
74560,"34,088","38,178","44,573"
74561,"33,554","37,581","44,569"
74562,"30,703","34,387","39,783"
74563,"41,021","45,943","49,842"
74565,"57,141","63,998","75,653"
74567,"30,703","34,387","39,783"
74569,"34,960","39,156","47,796"
74570,"44,465","49,801","52,713"
74571,"33,216","37,202","43,598"
74572,"36,441","40,814","44,550"
74574,"35,515","39,777","43,722"
74576,"34,675","38,836","46,983"
74577,"26,477","29,654","37,662"
74578,"43,710","48,955","53,119"
74601,"36,383","40,749","46,258"
74604,"52,372","58,656","68,640"
74630,"50,656","56,734","57,755"
74631,"34,390","38,517","42,902"
74632,"36,280","40,634","41,033"
74633,"38,029","42,592","51,153"
74636,"41,570","46,558","52,672"
74637,"38,750","43,400","48,455"
74640,"56,250","63,000","66,178"
74641,"39,946","44,740","48,943"
74643,"41,570","46,558","52,672"
74644,"51,359","57,522","55,711"
74646,"34,999","39,199","44,400"
74647,"39,784","44,558","48,593"
74650,"36,207","40,552","46,631"
74651,"50,989","57,107","55,607"
74652,"37,879","42,424","51,764"
74653,"40,556","45,422","50,136"
74701,"37,106","41,558","45,123"
74720,"36,354","40,716","49,835"
74722,"32,625","36,540","40,953"
74723,"36,515","40,896","59,370"
74724,"32,625","36,540","40,953"
74726,"34,938","39,130","47,562"
74727,"29,543","33,088","42,031"
74728,"29,083","32,573","41,605"
74729,"35,813","40,110","44,578"
74730,"37,840","42,380","47,865"
74731,"37,969","42,525","49,233"
74733,"37,889","42,436","49,263"
74734,"35,663","39,942","44,455"
74735,"29,000","32,480","38,629"
74736,"34,194","38,297","43,514"
74738,"36,892","41,319","55,976"
74740,"30,967","34,683","44,066"
74741,"36,442","40,815","52,686"
74743,"25,984","29,102","38,994"
74745,"29,920","33,511","41,064"
74747,"36,354","40,716","49,835"
74748,"37,822","42,361","49,820"
74750,"42,222","47,289","50,169"
74753,"37,969","42,525","49,233"
74754,"36,938","41,370","45,028"
74755,"42,222","47,289","50,169"
74756,"28,966","32,442","39,038"
74759,"29,878","33,463","42,603"
74760,"29,793","33,368","39,166"
74761,"28,669","32,109","38,404"
74764,"41,065","45,993","49,104"
