Zip,Median,Median_adjusted,Mean,Pop
80824,"38,445","43,058","51,639",207
80825,"47,125","52,780","57,621",422
80827,"57,230","64,098","67,779",549
80828,"44,403","49,732","62,610","3,341"
80829,"47,697","53,421","72,752","5,476"
80830,"44,034","49,318","54,549",254
80831,"48,755","54,605","55,332","15,211"
80832,"59,153","66,251","67,040",666
80833,"43,467","48,683","55,425",754
80834,"39,000","43,680","50,893",318
80835,"44,034","49,318","54,549",911
80836,"41,793","46,808","54,339","1,157"
80840,"22,043","24,689","24,417","2,196"
80860,"30,938","34,651","55,543",594
80861,"41,245","46,195","53,663",255
80862,"47,125","52,780","57,621",31
80863,"67,896","76,043","77,625","11,754"
80864,"48,125","53,900","57,413","1,325"
80902,"38,642","43,279","47,730","12,289"
80903,"35,789","40,084","46,570","15,057"
80904,"44,940","50,333","60,126","19,867"
80905,"35,665","39,945","46,196","16,254"
80906,"68,001","76,161","87,837","37,719"
80907,"45,139","50,556","56,640","26,758"
80908,"104,627","117,182","116,927","13,827"
80909,"39,139","43,835","49,218","35,739"
80910,"33,375","37,380","41,159","28,794"
80911,"58,647","65,685","65,043","30,596"
80913,"45,519","50,981","76,856","2,988"
80914,"42,833","47,973","51,698",386
80915,"46,732","52,339","56,178","19,519"
80916,"41,214","46,159","45,636","34,640"
80917,"52,407","58,695","65,934","29,273"
80918,"61,105","68,438","73,504","45,467"
80919,"84,220","94,327","105,879","27,398"
80920,"90,169","100,989","100,744","38,569"
80921,"106,001","118,721","118,253","18,999"
80922,"71,791","80,406","80,286","26,549"
80923,"74,313","83,231","80,265","26,105"
80924,"102,083","114,333","101,583","4,534"
80925,"62,377","69,862","65,231","5,906"
80926,"85,245","95,475","98,451","1,403"
80927,"67,264","75,336","77,566",604
80928,"51,537","57,722","58,296","1,202"
80929,"59,913","67,103","65,870",231
80930,"55,168","61,788","62,460",821
80938,"67,264","75,336","77,566",17
80951,"60,027","67,231","71,739","4,202"
81001,"33,151","37,129","44,280","30,498"
81003,"18,648","20,886","27,286","11,005"
81004,"28,844","32,306","37,449","25,540"
81005,"50,002","56,002","60,307","29,975"
81006,"53,631","60,067","69,981","11,513"
81007,"60,184","67,406","68,438","29,709"
81008,"51,934","58,166","65,748","9,641"
81019,"46,964","52,600","54,815","1,690"
81020,"2,739","3,068","3,233",51
81021,"40,089","44,900","52,660",14
81022,"51,844","58,065","59,175","1,560"
81023,"57,908","64,856","71,678","1,236"
81024,"36,732","41,140","44,233",100
81025,"40,891","45,798","49,116","1,071"
81027,"51,204","57,348","60,423",125
81029,"41,696","46,700","58,967",326
81030,"57,404","64,292","67,504",193
81033,"38,189","42,772","47,929",155
81036,"40,089","44,900","52,660",962
81038,"36,412","40,781","45,452",486
81039,"35,808","40,105","44,218","1,856"
81040,"44,607","49,960","61,873",536
81041,"39,215","43,921","52,879",760
81043,"35,060","39,267","43,723",61
81044,"36,412","40,781","45,452",224
81045,"40,089","44,900","52,660",88
81047,"35,616","39,890","44,949","1,559"
81049,"51,204","57,348","60,423",289
81050,"39,971","44,768","47,458","9,894"
81052,"34,199","38,303","43,707","9,534"
81054,"36,429","40,801","45,497","5,134"
81055,"44,607","49,960","61,873","1,339"
81057,"36,412","40,781","45,452",418
81058,"33,320","37,318","45,272",990
81059,"50,357","56,400","59,718",651
81062,"38,189","42,772","47,929","2,439"
81063,"38,170","42,751","48,004","2,726"
81064,"42,438","47,530","59,081",282
81067,"30,981","34,699","39,403","5,670"
81069,"46,361","51,924","55,745","1,888"
81071,"40,089","44,900","52,660",334
81073,"30,923","34,634","39,017","1,932"
81076,"38,189","42,772","47,929",418
81077,"48,949","54,823","52,519",532
81081,"51,204","57,348","60,423",70
81082,"29,134","32,631","40,605","9,502"
81084,"39,256","43,967","54,341",137
81087,"30,854","34,557","38,890",145
81089,"28,300","31,696","42,104","4,602"
81090,"41,696","46,700","58,967",981
81091,"48,308","54,105","58,174",797
81092,"48,880","54,745","62,309",865
81101,"33,412","37,421","43,964","13,776"
81120,"30,636","34,312","42,606","2,267"
81121,"53,125","59,500","103,866",270
81122,"58,704","65,748","72,432","8,228"
81123,"33,591","37,622","47,904",805
81124,"36,345","40,706","46,866",303
81125,"31,512","35,294","40,833","3,401"
81126,"18,355","20,558","30,945",276
81128,"66,697","74,701","98,302",115
81129,"28,750","32,200","41,199",156
81130,"53,786","60,240","98,713",671
81131,"34,087","38,177","48,777","1,189"
81132,"36,875","41,301","45,225","3,231"
81133,"33,629","37,664","47,947",840
81136,"4,114","4,607","5,530",39
81137,"101,872","114,096","143,183","5,214"
81138,"18,355","20,558","30,945",56
81140,"35,398","39,646","46,159","2,341"
81141,"28,750","32,200","41,199","1,318"
81143,"34,087","38,177","48,777",672
81144,"38,638","43,275","47,299","7,267"
81147,"57,536","64,440","80,551","11,446"
81148,"28,750","32,200","41,199",404
81149,"34,087","38,177","48,777",838
81151,"34,895","39,082","45,592","1,470"
81152,"18,387","20,594","30,981","1,434"
81154,"50,861","56,965","61,131","1,148"
81155,"34,087","38,177","48,777",225
81201,"31,918","35,748","41,138","6,104"
81210,"60,578","67,848","82,689",275
81211,"43,328","48,527","59,606","7,623"
81212,"33,409","37,418","45,053","24,881"
81220,"51,110","57,244","82,976",141
81221,"31,750","35,560","51,060",310
81222,"40,637","45,513","53,421",263
81223,"40,637","45,513","53,421","1,639"
81224,"60,662","67,942","80,433","3,446"
81225,"60,699","67,983","80,436",952
81226,"19,808","22,185","28,102","5,981"
81227,"49,720","55,686","63,745",10
81230,"45,017","50,419","59,051","9,075"
81231,"35,502","39,762","42,844",715
81232,"40,637","45,513","53,421",23
81233,"40,637","45,513","53,421",823
81235,"74,659","83,618","87,472",802
81236,"46,892","52,519","61,469","1,017"
81237,"60,504","67,764","84,081",82
81239,"60,504","67,764","84,081",79
81240,"46,388","51,955","55,241","4,323"
81241,"60,504","67,764","84,081",78
81242,"49,370","55,294","63,319",606
81243,"44,654","50,012","78,921",93
81244,"31,750","35,560","51,060",398
81248,"35,189","39,411","50,249",48
81251,"38,716","43,362","44,746",220
81252,"39,909","44,698","56,220","3,830"
81253,"38,576","43,205","55,377",410
81301,"55,053","61,660","72,387","28,308"
81303,"59,772","66,945","73,990","7,743"
81321,"42,341","47,422","55,591","14,459"
81323,"46,051","51,577","56,838","4,360"
81324,"43,024","48,187","57,002",47
81325,"51,430","57,602","58,217",116
81326,"60,392","67,639","74,839","2,193"
81327,"48,710","54,555","60,846",639
81328,"49,239","55,148","67,660","4,069"
81330,"49,196","55,100","69,166",26
81331,"48,710","54,555","60,846",476
81334,"32,500","36,400","36,686","1,493"
81335,"48,710","54,555","60,846",131
81401,"47,075","52,724","56,086","22,437"
81403,"53,184","59,567","65,720","10,534"
81410,"44,979","50,377","56,487","1,655"
81411,"39,779","44,552","50,484",55
81413,"36,788","41,203","53,829","5,243"
81415,"39,562","44,309","49,341","1,612"
81416,"43,695","48,939","50,081","13,874"
81418,"45,120","50,534","56,700","1,714"
81419,"39,718","44,484","49,357","3,883"
81422,"39,779","44,552","50,484",692
81423,"52,381","58,667","59,791","1,480"
81424,"39,779","44,552","50,484","1,239"
81425,"44,978","50,375","55,360","5,424"
81426,"77,284","86,558","84,144",181
81427,"58,393","65,400","70,058","1,124"
81428,"46,425","51,996","53,144","3,701"
81429,"39,779","44,552","50,484",181
81430,"76,828","86,047","83,692",727
81431,"40,352","45,194","50,907",460
81432,"58,435","65,447","70,089","2,682"
81433,"43,783","49,037","49,896",659
81434,"44,654","50,012","78,921",158
81435,"63,554","71,180","92,324","4,965"
81501,"34,912","39,101","45,160","23,465"
81503,"50,322","56,361","59,059","15,250"
81504,"52,726","59,053","59,049","28,481"
81505,"58,944","66,017","82,877","9,779"
81506,"63,048","70,614","89,012","10,961"
81507,"72,815","81,553","97,265","15,081"
81520,"41,225","46,172","48,964","13,447"
81521,"60,258","67,489","72,894","15,397"
81522,"57,188","64,051","73,971",139
81523,"57,188","64,051","73,971",763
81524,"67,865","76,009","97,897","2,300"
81525,"67,865","76,009","97,897",871
81526,"59,697","66,860","74,530","5,321"
81527,"57,188","64,051","73,971","2,073"
81601,"46,364","51,928","56,974","11,594"
81610,"49,583","55,533","55,444",446
81611,"63,506","71,127","147,811","9,921"
81612,"57,204","64,068","91,665",20
81615,"68,044","76,209","105,989","2,839"
81620,"62,447","69,941","87,023","10,450"
81621,"71,650","80,248","90,053","5,914"
81623,"65,741","73,630","81,010","15,235"
81624,"56,667","63,467","70,399","1,537"
81625,"54,807","61,384","60,703","12,921"
81630,"56,645","63,442","70,695",979
81631,"76,782","85,995","85,602","8,215"
81632,"82,215","92,081","118,222","10,276"
81633,"49,583","55,533","55,444",19
81635,"56,491","63,270","73,360","5,957"
81637,"71,592","80,183","78,893","7,657"
81638,"49,583","55,533","55,444",112
81639,"53,122","59,497","65,086","2,463"
81640,"49,583","55,533","55,444",249
81641,451,505,505,35
81642,"57,204","64,068","91,665",61
81643,"56,667","63,467","70,399",793
81645,"71,833","80,453","76,829","1,121"
81646,"56,667","63,467","70,399",184
81647,"66,268","74,221","81,127","7,104"
81648,"65,511","73,372","67,246","2,808"
81649,"71,833","80,453","76,829",277
81650,"68,158","76,337","71,230","12,947"
81652,"65,991","73,910","75,741","4,904"
81653,"54,939","61,531","62,507",31
81654,"66,774","74,787","104,311","1,391"
81655,"81,331","91,090","99,823",65
81656,"57,204","64,068","91,665",242
81657,"72,693","81,416","128,226","5,581"
82001,"50,426","56,477","57,290","35,484"
82005,"56,532","63,316","54,173",417
82007,"42,610","47,723","50,919","19,096"
82009,"68,863","77,127","86,891","31,703"
82050,"59,938","67,131","75,661",401
82051,"73,864","82,728","121,888",60
82052,"73,864","82,728","121,888",23
82053,"59,938","67,131","75,661","1,524"
82054,"59,938","67,131","75,661",920
82055,"73,864","82,728","121,888",285
82058,"73,864","82,728","121,888",52
82059,"72,126","80,781","99,185",135
82060,"59,938","67,131","75,661",372
82061,"72,126","80,781","99,185",39
82063,"130,509","146,170","211,407",100
82070,"46,669","52,270","60,138","19,766"
82072,"41,110","46,043","52,606","15,533"
82073,"51,566","57,754","69,853",72
82081,"70,984","79,502","86,378",60
82082,"94,001","105,281","126,366","1,603"
82083,"66,511","74,492","106,478",373
82084,"73,864","82,728","121,888",16
82190,"60,622","67,896","88,772",369
82201,"43,292","48,487","56,904","6,467"
82210,"42,936","48,088","56,111",399
82212,"46,347","51,909","53,025",474
82213,"43,445","48,658","50,138",513
82214,"43,445","48,658","50,138","1,302"
82215,"43,445","48,658","50,138",132
82217,"44,009","49,290","56,845",107
82219,"46,654","52,252","52,524",48
82221,"44,009","49,290","56,845",635
82222,"45,813","51,311","57,504",107
82223,"46,412","51,982","52,919",996
82224,"45,813","51,311","57,504",23
82225,"45,830","51,330","57,400","2,067"
82227,"45,813","51,311","57,504",241
82229,"58,036","65,000","78,573",74
82240,"42,940","48,092","54,997","10,235"
82242,"45,813","51,311","57,504",39
82243,"44,009","49,290","56,845",187
82244,"44,009","49,290","56,845",478
82301,"59,157","66,256","70,108","9,584"
82321,"66,089","74,020","75,735",717
82322,"73,044","81,809","95,667",106
82323,"66,089","74,020","75,735",186
82324,"38,698","43,342","48,192",268
82325,"56,306","63,063","61,613",878
82327,"38,876","43,541","48,371",929
82329,"41,244","46,193","53,528",359
82331,"56,263","63,014","61,550","2,286"
82332,"63,553","71,180","72,075",97
82334,"66,089","74,020","75,735",501
82335,"38,698","43,342","48,192",21
82336,"73,044","81,809","95,667",498
82401,"49,831","55,811","66,770","7,866"
82410,"40,528","45,391","58,269","1,760"
82411,"52,923","59,274","67,884",664
82412,"47,148","52,806","60,067",626
82414,"45,569","51,037","58,093","15,011"
82420,"47,148","52,806","60,067",783
82421,"48,973","54,850","62,631",448
82422,"54,148","60,646","68,834",105
82423,"47,980","53,738","61,236",233
82426,"53,639","60,075","68,439","2,644"
82428,"40,114","44,928","57,948",139
82430,"45,521","50,984","51,163",100
82431,"47,154","52,812","60,074","3,552"
82432,"40,114","44,928","57,948",315
82433,"54,358","60,881","72,155",789
82434,"48,751","54,601","64,647",156
82435,"47,867","53,611","64,343","11,738"
82440,"55,579","62,248","71,908",145
82441,"47,636","53,353","63,783",250
82442,"53,686","60,128","81,843",732
82443,"42,768","47,900","53,059","4,697"
82450,"54,358","60,881","72,155",177
82501,"47,788","53,523","60,672","19,408"
82510,"51,116","57,250","59,564",423
82512,"39,398","44,126","50,242",210
82513,"38,486","43,105","63,873","1,879"
82514,"39,398","44,126","50,242","1,645"
82515,"52,816","59,154","61,640",446
82516,"45,407","50,856","55,182",496
82520,"49,108","55,001","58,756","13,535"
82523,"55,936","62,648","65,052",868
82601,"50,586","56,657","62,953","27,400"
82604,"61,844","69,265","74,269","25,882"
82609,"50,944","57,057","73,835","15,730"
82620,"76,666","85,865","90,485",210
82630,"77,538","86,843","91,702",10
82633,"53,428","59,840","65,846","9,592"
82635,"57,434","64,326","66,215",207
82636,"63,260","70,851","87,105","3,981"
82637,"57,321","64,200","67,271","4,136"
82638,"77,538","86,843","91,702",17
82639,"49,114","55,007","65,152",805
82640,"47,578","53,287","63,779",29
82642,"55,728","62,415","65,184",94
82643,"57,434","64,326","66,215",469
82644,"30,134","33,750","41,202","1,480"
82646,"77,538","86,843","91,702",20
82648,"77,538","86,843","91,702",56
82649,"53,837","60,297","62,775","1,120"
82701,"53,600","60,032","61,676","5,455"
82710,"50,180","56,202","58,622",243
82711,"51,724","57,931","61,876",110
82712,"46,848","52,470","51,597",264
82714,"49,394","55,321","56,964",95
82716,"67,575","75,684","78,431","18,747"
82718,"84,197","94,300","92,820","23,003"
82720,"51,715","57,921","61,858",955
82721,"52,106","58,359","62,682","3,078"
82723,"52,440","58,733","71,016",278
82725,"71,962","80,597","78,474",207
82727,"75,939","85,052","85,397","1,838"
82729,"47,156","52,814","52,334","2,251"
82730,"52,431","58,723","70,787","1,566"
82731,"71,962","80,597","78,474",135
82732,"87,033","97,477","98,100","2,154"
82801,"81,981","91,819","103,361","24,554"
82831,"58,017","64,979","73,201",216
82832,"55,392","62,040","73,476",618
82833,"57,576","64,485","76,186",225
82834,"45,525","50,988","61,248","7,585"
82835,"57,576","64,485","76,186",318
82836,"57,182","64,044","68,869","1,073"
82837,"57,576","64,485","76,186",29
82838,"57,182","64,044","68,869",268
82839,"57,182","64,044","68,869","1,153"
82842,"57,576","64,485","76,186",843
82844,"57,182","64,044","68,869",35
82845,"57,576","64,485","76,186",37
82901,"72,663","81,383","82,105","27,971"
82922,"70,164","78,583","82,633",257
82923,"70,051","78,458","85,951",558
82925,"70,594","79,066","90,251",304
82929,"57,196","64,060","70,741",70
82930,"56,871","63,695","68,061","14,614"
82932,"73,044","81,809","95,667",836
82933,"66,500","74,480","69,012",759
82934,"57,196","64,060","70,741",185
82935,"68,798","77,054","77,771","13,121"
82936,"66,500","74,480","69,012",49
82937,"66,500","74,480","69,012","3,654"
82938,"82,181","92,043","84,880",227
82939,"66,500","74,480","69,012","1,861"
82941,"70,013","78,415","87,081","5,028"
82942,"73,044","81,809","95,667",123
82943,"53,644","60,081","58,953",301
82944,"65,518","73,381","69,698",216
82945,"73,044","81,809","95,667",351
83001,"69,108","77,401","98,010","15,851"
83011,"82,894","92,841","147,861",240
83012,"82,894","92,841","147,861",180
83013,"82,894","92,841","147,861",395
83014,"67,956","76,111","106,793","3,595"
83025,"82,894","92,841","147,861",400
83101,"56,892","63,719","67,975","3,104"
83110,"56,543","63,328","59,229","4,285"
83111,"99,426","111,357","110,497",507
83112,"2,904","3,253","3,042",34
83113,"70,263","78,695","79,703","3,278"
83114,"48,750","54,600","56,362",828
83115,"70,164","78,584","82,621",830
83116,"57,802","64,738","69,272",728
83119,"56,833","63,653","59,533",172
